Equilibrium Type,Allow Abandon and Defaults,CARA Alpha,Costs Multiplier,Court Signal Sigma,Damages Signal Shaping,Detailed Signal Reporting,Fee Regime,Fee Shifting Multiplier,Fee Shifting Rule,Fee Shifting Trigger,Fees After Nonanswer,Filing and Answering,Information Level,Integration Method,Issue,Liability Signal Shaping,Noise to Produce Case Strength,Number of Court Signals,Number of Offers,Number of Signals,Party Signal Sigma,Probability Truly Liable,Proportion of Costs at Beginning,Quadrature Order,Quality Distribution,Quality-Truth Link,Relative Costs,Risk Aversion,Signal Structure,Specification,Filter,GroupName,OptionSetName,Exploitability,Calculation Time,P Files,D Answers,P Offer,D Offer,Trial,P Win Probability,P Wealth,D Wealth,Total Wealth,Wealth Loss,P Welfare,D Welfare,Pre-Dispute Social Welfare Loss,Social Welfare Loss,Opportunity Cost,Harm Cost,Truly Liable Harm Cost,Truly Not Liable Harm Cost,Expenditures,Defendant Excess Net Monetary Burden,Plaintiff Net Recovery Shortfall,Value If Settled,No Suit,No Answer,Settles,P Abandons,D Defaults,Mutual Give-Up Probability Before 50/50 Allocation,P Loses,P Wins,Appropriation,Reaches Bargaining,Settlement Unconditional,Settlement Conditional on Reaching Bargaining,Real Litigation Costs,Liability Transfer to Plaintiff,Fee-Shifting Transfer to Plaintiff,Total Net Transfer to Plaintiff,Meritorious-Plaintiff Net Recovery Shortfall,Nonliable-Defendant Net Burden,Liable-Defendant Excess Net Burden Above Damages,Net Outcome Fidelity Loss
Only Eq,true,2,0.25,0.1000000000,Identity,true,British,1,English,Trial and unilateral exit,true,Endogenous,0.5x,Gauss-Legendre,Liability,Identity,N/A,2,10,10,0.1000000000,0.5,0.5,64,Uniform [0..1] continuous quality,T | Q ~ Bernoulli(Q),1,Moderately Risk Averse,Continuous merits,Low noise plus moderate risk aversion,All,,Specification-LowNoiseModerateRiskAversion__Cost-0.25__Fee-British__ExitFees-AllUnilateralExits,5.6840000000000001E-14,325,1,1,0.48999900000000002,0.48999999999999999,0.10799400000000001,0.500004,10.451000000000001,9.4658800000000003,19.916899999999998,0.083099500000000007,1000.08,999.428,0,0.083099500000000007,0,0,0,0,0.083099500000000007,0.165104,0.16772799999999999,0.491674,0,0,0.89200599999999997,0,0,0,0.053996299999999997,0.053997299999999998,0,1,0.892006,0.892006,0.083099500000000007,0.492573458044,0.000000075,0.492573533044,0.335449,0.32059,0.0096238,0.332832
Only Eq,true,2,0.5,0.1000000000,Identity,true,British,1,English,Trial and unilateral exit,true,Endogenous,0.5x,Gauss-Legendre,Liability,Identity,N/A,2,10,10,0.1000000000,0.5,0.5,64,Uniform [0..1] continuous quality,T | Q ~ Bernoulli(Q),1,Moderately Risk Averse,Continuous merits,Low noise plus moderate risk aversion,All,,Specification-LowNoiseModerateRiskAversion__Cost-0.5__Fee-British__ExitFees-AllUnilateralExits,-1.1369999999999999E-13,758,0.80471999999999999,0.80471999999999999,0.61211199999999999,0.61813600000000002,0.040221,0.50000199999999995,10.4284,9.4448100000000004,19.8733,0.12674099999999999,1000.08,999.35900000000004,0,0.12674099999999999,0,0,0,0,0.12674099999999999,0.173456,0.17942,0.63577899999999998,0.19528000000000001,0,0.70148900000000003,0.0365395,0.026471,0,0.0201104,0.0201105,0,0.80472,0.701489,0.871718113132518,0.12674099999999999,0.492573474931,-0.0007551225,0.491818352431,0.358834,0.320486,0.0264304,0.352876
Only Eq,true,2,1,0.1000000000,Identity,true,British,1,English,Trial and unilateral exit,true,Endogenous,0.5x,Gauss-Legendre,Liability,Identity,N/A,2,10,10,0.1000000000,0.5,0.5,64,Uniform [0..1] continuous quality,T | Q ~ Bernoulli(Q),1,Moderately Risk Averse,Continuous merits,Low noise plus moderate risk aversion,All,,Specification-LowNoiseModerateRiskAversion__Cost-1__Fee-British__ExitFees-AllUnilateralExits,5.6840000000000001E-14,1917,0.60011000000000003,0.60011000000000003,0.716472,0.76992799999999995,0.017374000000000001,0.64152799999999999,10.349500000000001,9.4652100000000008,19.814800000000002,0.18524499999999999,1000.0599999999999,999.28800000000001,0,0.18524499999999999,0,0,0,0,0.18524499999999999,0.17244000000000001,0.22850100000000001,0.75880000000000003,0.39989000000000002,0,0.56393599999999999,0.01537482,0.00342506,0.00166044,0.0062281200000000002,0.0111459,0,0.60011,0.563936,0.939721051140624,0.18524499999999999,0.4424855968,-0.00031713,0.4421684668,0.456995,0.271847,0.0730358,0.400941
Only Eq,true,2,2,0.1000000000,Identity,true,British,1,English,Trial and unilateral exit,true,Endogenous,0.5x,Gauss-Legendre,Liability,Identity,N/A,2,10,10,0.1000000000,0.5,0.5,64,Uniform [0..1] continuous quality,T | Q ~ Bernoulli(Q),1,Moderately Risk Averse,Continuous merits,Low noise plus moderate risk aversion,All,,Specification-LowNoiseModerateRiskAversion__Cost-2__Fee-British__ExitFees-AllUnilateralExits,5.6840000000000001E-14,3288,0.50000999999999995,0.50000999999999995,0.81133500000000003,0.900945,0.0016930000000000001,0.73027299999999995,10.2698,9.4291499999999999,19.699000000000002,0.30102200000000001,1000.05,999.07600000000002,0,0.30102200000000001,0,0,0,0,0.30102200000000001,0.217748,0.28825000000000001,0.86522900000000003,0.49998999999999999,0,0.48756699999999997,0.0107503,0,0,0.00045660999999999998,0.0012363000000000001,0,0.50001,0.487567,0.975114497710046,0.30102200000000001,0.423093407843,-0.002757276,0.420336131843,0.576491,0.272995,0.162502,0.505998
Only Eq,true,2,4,0.1000000000,Identity,true,British,1,English,Trial and unilateral exit,true,Endogenous,0.5x,Gauss-Legendre,Liability,Identity,N/A,2,10,10,0.1000000000,0.5,0.5,64,Uniform [0..1] continuous quality,T | Q ~ Bernoulli(Q),1,Moderately Risk Averse,Continuous merits,Low noise plus moderate risk aversion,All,,Specification-LowNoiseModerateRiskAversion__Cost-4__Fee-British__ExitFees-AllUnilateralExits,5.6840000000000001E-14,487,0.29909999999999998,0.29909999999999998,0.94999999999999996,0.94341900000000001,9.1650000000000005E-05,0.94365200000000005,10.097099999999999,9.5438899999999993,19.640999999999998,0.35903000000000002,1000.02,998.822,0,0.35903000000000002,0,0,0,0,0.35903000000000002,0.20982400000000001,0.417321,0.94999999999999996,0.70089999999999997,0,0.29407299999999997,0.0049352,0,0,5.16429E-06,8.6484999999999996E-05,0,0.2991,0.294073,0.983192912069542,0.35903000000000002,0.279455835,-0.002863535148,0.276592299852,0.834627,0.148515,0.271132,0.627145
Only Eq,true,0,0.25,0.1000000000,Identity,true,British,1,English,Trial and unilateral exit,true,Endogenous,0.5x,Gauss-Legendre,Liability,Identity,N/A,2,10,10,0.1000000000,0.5,0.5,64,Uniform [0..1] continuous quality,T | Q ~ Bernoulli(Q),1,Risk Neutral,Continuous merits,Low noise,All,,Specification-LowNoise__Cost-0.25__Fee-British__ExitFees-AllUnilateralExits,8.8820000000000011E-16,223,1,1,0.68082799999999999,0.319187,0.401922,0.500004,10.4474,9.4474199999999993,19.8949,0.105144,10.4474,9.4474199999999993,0,0.105144,0,0,0,0,0.105144,0.18032000000000001,0.16205,0.50001300000000004,0,0,0.598078,0,0,0,0.200959,0.200962,0,1,0.598078,0.598078,0.105144,0.500008775014,0.000000225,0.500009000014,0.324094,0.324105,0.0365406,0.34237
Only Eq,true,0,0.5,0.1000000000,Identity,true,British,1,English,Trial and unilateral exit,true,Endogenous,0.5x,Gauss-Legendre,Liability,Identity,N/A,2,10,10,0.1000000000,0.5,0.5,64,Uniform [0..1] continuous quality,T | Q ~ Bernoulli(Q),1,Risk Neutral,Continuous merits,Low noise,All,,Specification-LowNoise__Cost-0.5__Fee-British__ExitFees-AllUnilateralExits,0,260,0.60011000000000003,0.60011000000000003,0.94999999999999996,0.65640600000000004,0.20522699999999999,0.50000199999999995,10.417400000000001,9.4618500000000001,19.879200000000001,0.12080100000000001,10.417400000000001,9.4618500000000001,0,0.12080100000000001,0,0,0,0,0.12080100000000001,0.16730300000000001,0.18146399999999999,0.94999999999999996,0.39989000000000002,0,0.39488299999999998,0,0,0,0.102613,0.102614,0,0.60011,0.394883,0.658017696755595,0.12080100000000001,0.47775285,0.00000015,0.477753,0.362921,0.283929,0.0506806,0.348767
Only Eq,true,0,1,0.1000000000,Identity,true,British,1,English,Trial and unilateral exit,true,Endogenous,0.5x,Gauss-Legendre,Liability,Identity,N/A,2,10,10,0.1000000000,0.5,0.5,64,Uniform [0..1] continuous quality,T | Q ~ Bernoulli(Q),1,Risk Neutral,Continuous merits,Low noise,All,,Specification-LowNoise__Cost-1__Fee-British__ExitFees-AllUnilateralExits,-2.6650000000000001E-15,314,0.60011000000000003,0.60011000000000003,0.94999999999999996,0.76992799999999995,0.12007,0.36205599999999999,10.381500000000001,9.4024000000000001,19.783899999999999,0.216054,10.381500000000001,9.4024000000000001,0,0.216054,0,0,0,0,0.216054,0.21378900000000001,0.20713400000000001,0.94999999999999996,0.39989000000000002,0,0.48004000000000002,0,0,0,0.076597899999999997,0.0434721,0,0.60011,0.48004,0.799920014663978,0.216054,0.4995101,-0.00993774,0.48957236,0.414261,0.328032,0.0995491,0.420923
Only Eq,true,0,2,0.1000000000,Identity,true,British,1,English,Trial and unilateral exit,true,Endogenous,0.5x,Gauss-Legendre,Liability,Identity,N/A,2,10,10,0.1000000000,0.5,0.5,64,Uniform [0..1] continuous quality,T | Q ~ Bernoulli(Q),1,Risk Neutral,Continuous merits,Low noise,All,,Specification-LowNoise__Cost-2__Fee-British__ExitFees-AllUnilateralExits,-2.6650000000000001E-15,331,0.50319100000000005,0.50319100000000005,0.94999999999999996,0.87398900000000002,0.040843999999999998,0.468858,10.291600000000001,9.3819999999999997,19.6736,0.32642100000000002,10.291600000000001,9.3819999999999997,0,0.32642100000000002,0,0,0,0,0.32642100000000002,0.25681900000000002,0.27352799999999999,0.94999999999999996,0.496809,0,0.46069300000000002,0.0016542,0,0,0.021693899999999999,0.01915,0,0.503191,0.460693,0.915543004544994,0.32642100000000002,0.45680835,-0.0020226,0.45478575,0.547047,0.313318,0.200322,0.530347
Only Eq,true,0,4,0.1000000000,Identity,true,British,1,English,Trial and unilateral exit,true,Endogenous,0.5x,Gauss-Legendre,Liability,Identity,N/A,2,10,10,0.1000000000,0.5,0.5,64,Uniform [0..1] continuous quality,T | Q ~ Bernoulli(Q),1,Risk Neutral,Continuous merits,Low noise,All,,Specification-LowNoise__Cost-4__Fee-British__ExitFees-AllUnilateralExits,0,288,0.50000999999999995,0.50000999999999995,0.94999999999999996,0.897926,0.020310000000000002,0.45193,10.137,9.2386199999999992,19.375599999999999,0.62438300000000002,10.137,9.2386199999999992,0,0.62438300000000002,0,0,0,0,0.62438300000000002,0.40013399999999999,0.38672299999999998,0.94999999999999996,0.49998999999999999,0,0.47107900000000003,0.00862129,0,0,0.011131,0.0091784999999999992,0,0.50001,0.471079,0.942139157216856,0.62438300000000002,0.45670355,-0.007515774,0.449187776,0.773433,0.384593,0.415675,0.786857
Only Eq,true,2,0.25,0.2000000000,Identity,true,British,1,English,Trial and unilateral exit,true,Endogenous,1x,Gauss-Legendre,Liability,Identity,N/A,2,10,10,0.2000000000,0.5,0.5,64,Uniform [0..1] continuous quality,T | Q ~ Bernoulli(Q),1,Moderately Risk Averse,Continuous merits,Moderate symmetric risk aversion,All,,Specification-ModerateRiskAversion__Cost-0.25__Fee-British__ExitFees-AllUnilateralExits,-2.8419999999999999E-13,3,1,1,0.51332,0.47681000000000001,0.173794,0.56606900000000004,10.4436,9.4683899999999994,19.911999999999999,0.088034500000000002,1000.08,999.452,0,0.088034500000000002,0,0,0,0,0.088034500000000002,0.188302,0.19031300000000001,0.50698900000000002,0,0,0.73560800000000004,0.0739027,0.016696,0,0.075414400000000006,0.098379099999999997,0,1,0.735608,0.735608,0.088034500000000002,0.488020264312,-0.00042289875,0.487597365562,0.380631,0.354534,0.0220653,0.378615
Only Eq,true,2,0.5,0.2000000000,Identity,true,British,1,English,Trial and unilateral exit,true,Endogenous,1x,Gauss-Legendre,Liability,Identity,N/A,2,10,10,0.2000000000,0.5,0.5,64,Uniform [0..1] continuous quality,T | Q ~ Bernoulli(Q),1,Moderately Risk Averse,Continuous merits,Moderate symmetric risk aversion,All,,Specification-ModerateRiskAversion__Cost-0.5__Fee-British__ExitFees-AllUnilateralExits,-1.1369999999999999E-13,3,1,1,0.44021100000000002,0.55328299999999997,0.10199800000000001,0.50263000000000002,10.4148,9.4198599999999999,19.834700000000002,0.1653,1000.0700000000001,999.35500000000002,0,0.1653,0,0,0,0,0.1653,0.21133399999999999,0.19815199999999999,0.49681700000000001,0,0,0.89800199999999997,0,0,0,0.050730699999999997,0.051267300000000002,0,1,0.898002,0.898002,0.1653,0.497409959634,0.00008049,0.497490449634,0.396309,0.391241,0.0314227,0.409486
Only Eq,true,2,1,0.2000000000,Identity,true,British,1,English,Trial and unilateral exit,true,Endogenous,1x,Gauss-Legendre,Liability,Identity,N/A,2,10,10,0.2000000000,0.5,0.5,64,Uniform [0..1] continuous quality,T | Q ~ Bernoulli(Q),1,Moderately Risk Averse,Continuous merits,Moderate symmetric risk aversion,All,,Specification-ModerateRiskAversion__Cost-1__Fee-British__ExitFees-AllUnilateralExits,-3.9789999999999995E-13,3,0.71569000000000005,0.71569000000000005,0.62108600000000003,0.68110700000000002,0.035021999999999998,0.56188400000000005,10.3378,9.4369700000000005,19.774799999999999,0.225213,1000.05,999.25900000000001,0,0.225213,0,0,0,0,0.225213,0.20387,0.24074100000000001,0.669323,0.28431000000000001,0,0.638652,0.03564484,0.00637128,0.0030930799999999998,0.0153435,0.019678000000000001,0,0.71569,0.638652,0.892358423339714,0.225213,0.453513752596,-0.003090684,0.450423068596,0.481489,0.332732,0.0750036,0.444611
Only Eq,true,2,1,0.2000000000,Identity,true,British,1,English,Trial and unilateral exit,true,Endogenous,1x,Gauss-Legendre,Liability,Identity,N/A,2,15,10,0.2000000000,0.5,0.5,64,Uniform [0..1] continuous quality,T | Q ~ Bernoulli(Q),1,Moderately Risk Averse,Continuous merits,Moderate symmetric risk aversion,All,,Specification-ModerateRiskAversion__Cost-1__Fee-British__ExitFees-AllUnilateralExits__Offers-15,0,31775,0.71569000000000005,0.71569000000000005,0.65171299999999999,0.67869599999999997,0.043575999999999997,0.56344300000000003,10.343299999999999,9.4289299999999994,19.772200000000002,0.22778000000000001,1000.05,999.21699999999998,0,0.22778000000000001,0,0,0,0,0.22778000000000001,0.211366,0.23461899999999999,0.68837300000000001,0.28431000000000001,0,0.62766599999999995,0.04016476,0.00428298,0.00199372,0.019023399999999999,0.0245527,0,0.71569,0.627666,0.877008201875113,0.22778000000000001,0.460904007418,-0.003723477,0.457180530418,0.469245,0.333752,0.0889757,0.445985
Only Eq,true,2,2,0.2000000000,Identity,true,British,1,English,Trial and unilateral exit,true,Endogenous,1x,Gauss-Legendre,Liability,Identity,N/A,2,10,10,0.2000000000,0.5,0.5,64,Uniform [0..1] continuous quality,T | Q ~ Bernoulli(Q),1,Moderately Risk Averse,Continuous merits,Moderate symmetric risk aversion,All,,Specification-ModerateRiskAversion__Cost-2__Fee-British__ExitFees-AllUnilateralExits,2.8419999999999999E-13,3,0.397397,0.397397,0.69384199999999996,0.83045400000000003,0.0043249999999999999,0.73655099999999996,10.1663,9.59267,19.759,0.241033,1000.03,999.346,0,0.241033,0,0,0,0,0.241033,0.144286,0.36185,0.78141899999999997,0.602603,0,0.37018400000000001,0.0228875,0,0,0.00113948,0.0031857999999999999,0,0.397397,0.370184,0.931521878625153,0.241033,0.292454611096,-0.005638458,0.286816153096,0.72371,0.1793,0.109272,0.506136
Only Eq,true,2,4,0.2000000000,Identity,true,British,1,English,Trial and unilateral exit,true,Endogenous,1x,Gauss-Legendre,Liability,Identity,N/A,2,10,10,0.2000000000,0.5,0.5,64,Uniform [0..1] continuous quality,T | Q ~ Bernoulli(Q),1,Moderately Risk Averse,Continuous merits,Moderate symmetric risk aversion,All,,Specification-ModerateRiskAversion__Cost-4__Fee-British__ExitFees-AllUnilateralExits,0.00022790000000000001,3,0,0,,,0,,10,10,20,0,1000,1000,0,0,0,0,0,0,0,0,0.49999300000000002,,1,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,1,0,0,0.499993
Only Eq,true,2,0.25,0.2000000000,Identity,true,British,1,English,Trial and unilateral exit,true,Endogenous,1x,Gauss-Legendre after arcsine transform,Liability,Identity,N/A,2,10,10,0.2000000000,0.5,0.5,64,Beta(0.5-0.5) continuous quality,T | Q ~ Bernoulli(Q),1,Moderately Risk Averse,Continuous merits,Polarized continuous merits plus moderate risk aversion,All,,Specification-PolarizedContinuousMeritsModerateRiskAversion__Cost-0.25__Fee-British__ExitFees-AllUnilateralExits,-2.8419999999999999E-13,1331,1,1,0.52468099999999995,0.47532000000000002,0.17286799999999999,0.49353799999999998,10.4557,9.4563600000000001,19.911999999999999,0.087965100000000004,1000.08,999.38800000000003,0,0.087965100000000004,0,0,0,0,0.087965100000000004,0.14546899999999999,0.13732800000000001,0.501135,0,0,0.82713199999999998,0,0,0,0.087551000000000004,0.085317000000000004,0,1,0.827132,0.827132,0.087965100000000004,0.49982179482,-0.00016755,0.49965424482,0.274655,0.27408,0.0168574,0.282797
Only Eq,true,2,0.5,0.2000000000,Identity,true,British,1,English,Trial and unilateral exit,true,Endogenous,1x,Gauss-Legendre after arcsine transform,Liability,Identity,N/A,2,10,10,0.2000000000,0.5,0.5,64,Beta(0.5-0.5) continuous quality,T | Q ~ Bernoulli(Q),1,Moderately Risk Averse,Continuous merits,Polarized continuous merits plus moderate risk aversion,All,,Specification-PolarizedContinuousMeritsModerateRiskAversion__Cost-0.5__Fee-British__ExitFees-AllUnilateralExits,-5.6840000000000001E-14,2163,0.89071999999999996,0.89071999999999996,0.55520899999999995,0.549346,0.086083999999999994,0.49999700000000002,10.418699999999999,9.4348200000000002,19.8535,0.14652100000000001,1000.0700000000001,999.32799999999997,0,0.14652100000000001,0,0,0,0,0.14652100000000001,0.15903700000000001,0.15690299999999999,0.55786999999999998,0.10928,0,0.80463600000000002,0,0,0,0.043042299999999999,0.043041700000000002,0,0.89072,0.804636,0.903354589545536,0.14652100000000001,0.49192398532,-0.00000009,0.49192389532,0.313807,0.284438,0.0336356,0.31594
Only Eq,true,2,1,0.2000000000,Identity,true,British,1,English,Trial and unilateral exit,true,Endogenous,1x,Gauss-Legendre after arcsine transform,Liability,Identity,N/A,2,10,10,0.2000000000,0.5,0.5,64,Beta(0.5-0.5) continuous quality,T | Q ~ Bernoulli(Q),1,Moderately Risk Averse,Continuous merits,Polarized continuous merits plus moderate risk aversion,All,,Specification-PolarizedContinuousMeritsModerateRiskAversion__Cost-1__Fee-British__ExitFees-AllUnilateralExits,-1.7050000000000001E-13,2501,0.61807100000000004,0.61807100000000004,0.71939799999999998,0.74832500000000002,0.020021000000000001,0.63528099999999998,10.343999999999999,9.4645299999999999,19.808599999999998,0.19142799999999999,1000.0599999999999,999.28499999999997,0,0.19142799999999999,0,0,0,0,0.19142799999999999,0.14980499999999999,0.20902599999999999,0.757131,0.38192900000000002,0,0.56213800000000003,0.03192126,0.00398972,0.0024475199999999999,0.0073021700000000002,0.0127192,0,0.618071,0.562138,0.909503924306431,0.19142799999999999,0.442321026078,-0.002564622,0.439756404078,0.418051,0.219654,0.0799568,0.358831
Only Eq,true,2,2,0.2000000000,Identity,true,British,1,English,Trial and unilateral exit,true,Endogenous,1x,Gauss-Legendre after arcsine transform,Liability,Identity,N/A,2,10,10,0.2000000000,0.5,0.5,64,Beta(0.5-0.5) continuous quality,T | Q ~ Bernoulli(Q),1,Moderately Risk Averse,Continuous merits,Polarized continuous merits plus moderate risk aversion,All,,Specification-PolarizedContinuousMeritsModerateRiskAversion__Cost-2__Fee-British__ExitFees-AllUnilateralExits,2.8419999999999999E-13,1871,0.5,0.5,0.67065399999999997,0.83100399999999996,0.0037390000000000001,0.78210999999999997,10.210000000000001,9.4877300000000009,19.697800000000001,0.30224400000000001,1000.04,999.19600000000003,0,0.30224400000000001,0,0,0,0,0.30224400000000001,0.16032299999999999,0.31209399999999998,0.76373899999999995,0.5,0,0.47552499999999998,0.0207357,0,0,0.00081475999999999999,0.0029245,0,0.5,0.475525,0.95105,0.30224400000000001,0.366101487975,-0.004954866,0.361146621975,0.624187,0.176103,0.144544,0.472417
Only Eq,true,2,4,0.2000000000,Identity,true,British,1,English,Trial and unilateral exit,true,Endogenous,1x,Gauss-Legendre after arcsine transform,Liability,Identity,N/A,2,10,10,0.2000000000,0.5,0.5,64,Beta(0.5-0.5) continuous quality,T | Q ~ Bernoulli(Q),1,Moderately Risk Averse,Continuous merits,Polarized continuous merits plus moderate risk aversion,All,,Specification-PolarizedContinuousMeritsModerateRiskAversion__Cost-4__Fee-British__ExitFees-AllUnilateralExits,1.7050000000000001E-13,4388,0.13847000000000001,0.13847000000000001,0.85304400000000002,0.84839799999999999,8.742E-05,0.73799899999999996,10.033200000000001,9.8005499999999994,19.8337,0.166269,1000,999.50800000000004,0,0.166269,0,0,0,0,0.166269,0.077687900000000004,0.46907199999999999,0.85351900000000003,0.86153000000000002,0,0.131243,0.00329141,0.00384806,0,2.2903400000000002E-05,6.4513999999999999E-05,0,0.13847,0.131243,0.94780818949953,0.166269,0.115930968117,0.00038392272,0.116314890837,0.938143,0.0395136,0.115862,0.5467599
Only Eq,true,0,0.25,0.2000000000,Identity,true,British,1,English,Trial and unilateral exit,true,Endogenous,1x,Gauss-Legendre after arcsine transform,Liability,Identity,N/A,2,10,10,0.2000000000,0.5,0.5,64,Beta(0.5-0.5) continuous quality,T | Q ~ Bernoulli(Q),1,Risk Neutral,Continuous merits,Polarized continuous merits,All,,Specification-PolarizedContinuousMerits__Cost-0.25__Fee-British__ExitFees-AllUnilateralExits,-8.8820000000000011E-16,275,1,1,0.65588900000000006,0.34411399999999998,0.35324499999999998,0.49999700000000002,10.449299999999999,9.4492499999999993,19.898499999999999,0.101493,10.449299999999999,9.4492499999999993,0,0.101493,0,0,0,0,0.101493,0.150784,0.132604,0.50000299999999998,0,0,0.64675499999999997,0,0,0,0.176624,0.176622,0,1,0.646755,0.646755,0.101493,0.500001440265,-0.00000015,0.500001290265,0.265208,0.265209,0.0363594,0.283388
Only Eq,true,0,0.5,0.2000000000,Identity,true,British,1,English,Trial and unilateral exit,true,Endogenous,1x,Gauss-Legendre after arcsine transform,Liability,Identity,N/A,2,10,10,0.2000000000,0.5,0.5,64,Beta(0.5-0.5) continuous quality,T | Q ~ Bernoulli(Q),1,Risk Neutral,Continuous merits,Polarized continuous merits,All,,Specification-PolarizedContinuousMerits__Cost-0.5__Fee-British__ExitFees-AllUnilateralExits,-1.7760000000000001E-15,254,0.70273300000000005,0.70273300000000005,0.91218900000000003,0.50780199999999998,0.31739200000000001,0.46687099999999998,10.408799999999999,9.4382199999999994,19.847000000000001,0.15301899999999999,10.408799999999999,9.4382199999999994,0,0.15301899999999999,0,0,0,0,0.15301899999999999,0.15890099999999999,0.151311,0.882961,0.297267,0,0.38534099999999999,0,0,0,0.169211,0.14818100000000001,0,0.702733,0.385341,0.548346242456239,0.15301899999999999,0.488422074701,-0.0031545,0.485267574701,0.302622,0.243372,0.0744301,0.310212
Only Eq,true,0,1,0.2000000000,Identity,true,British,1,English,Trial and unilateral exit,true,Endogenous,1x,Gauss-Legendre after arcsine transform,Liability,Identity,N/A,2,10,10,0.2000000000,0.5,0.5,64,Beta(0.5-0.5) continuous quality,T | Q ~ Bernoulli(Q),1,Risk Neutral,Continuous merits,Polarized continuous merits,All,,Specification-PolarizedContinuousMerits__Cost-1__Fee-British__ExitFees-AllUnilateralExits,-1.7760000000000001E-15,301,0.64115299999999997,0.64115299999999997,0.867344,0.67391999999999996,0.15087900000000001,0.43964399999999998,10.3607,9.4016699999999993,19.7624,0.23760999999999999,10.3607,9.4016699999999993,0,0.23760999999999999,0,0,0,0,0.23760999999999999,0.19289600000000001,0.187838,0.85391799999999995,0.35884700000000003,0,0.49027399999999999,0,0,0,0.084545999999999996,0.0663329,0,0.641153,0.490274,0.764675514268825,0.23760999999999999,0.484986693532,-0.00546393,0.479522763532,0.375676,0.265038,0.120754,0.380734
Only Eq,true,0,2,0.2000000000,Identity,true,British,1,English,Trial and unilateral exit,true,Endogenous,1x,Gauss-Legendre after arcsine transform,Liability,Identity,N/A,2,10,10,0.2000000000,0.5,0.5,64,Beta(0.5-0.5) continuous quality,T | Q ~ Bernoulli(Q),1,Risk Neutral,Continuous merits,Polarized continuous merits,All,,Specification-PolarizedContinuousMerits__Cost-2__Fee-British__ExitFees-AllUnilateralExits,1.7760000000000001E-15,439,0.535022,0.535022,0.94999999999999996,0.80593099999999995,0.067433000000000007,0.45963199999999999,10.2684,9.3700899999999994,19.638500000000001,0.36147299999999999,10.2684,9.3700899999999994,0,0.36147299999999999,0,0,0,0,0.36147299999999999,0.24186199999999999,0.25976900000000003,0.94999999999999996,0.464978,0,0.44937700000000003,0.0182117,0,0,0.036438499999999999,0.030994299999999999,0,0.535022,0.449377,0.83992247047785,0.36147299999999999,0.45790245,-0.00873003,0.44917242,0.519538,0.253971,0.229753,0.501631
Only Eq,true,0,4,0.2000000000,Identity,true,British,1,English,Trial and unilateral exit,true,Endogenous,1x,Gauss-Legendre after arcsine transform,Liability,Identity,N/A,2,10,10,0.2000000000,0.5,0.5,64,Beta(0.5-0.5) continuous quality,T | Q ~ Bernoulli(Q),1,Risk Neutral,Continuous merits,Polarized continuous merits,All,,Specification-PolarizedContinuousMerits__Cost-4__Fee-British__ExitFees-AllUnilateralExits,1.7760000000000001E-15,431,0.45993899999999999,0.45993899999999999,0.94999999999999996,0.891231,0.020503,0.46049099999999998,10.1219,9.3015500000000007,19.423500000000001,0.57652899999999996,10.1219,9.3015500000000007,0,0.57652899999999996,0,0,0,0,0.57652899999999996,0.337424,0.38355099999999998,0.94999999999999996,0.54006100000000001,0,0.42990499999999998,0.00953088,0,0,0.011061400000000001,0.0094412999999999997,0,0.459939,0.429905,0.934700036309163,0.57652899999999996,0.41785105,-0.007662648,0.410188402,0.767101,0.257091,0.417757,0.720975
Only Eq,true,2,0.25,0.2000000000,Identity,true,British,1,English,Trial and unilateral exit,true,Endogenous,1x,Finite sum,Liability,Identity,0.35,2,10,10,0.2000000000,0.5,0.5,N/A,Truth-conditioned 10-point latent merits,T generates Q; Q generates signals,1,Moderately Risk Averse,Case quality,Truth-conditioned latent merits plus moderate risk aversion,All,,Specification-TruthConditionedLatentMeritsModerateRiskAversion__Cost-0.25__Fee-British__ExitFees-AllUnilateralExits,2.2739999999999997E-13,767,1,1,0.49342799999999998,0.51348700000000003,0.17088200000000001,0.51226899999999997,10.4588,9.45336,19.912199999999999,0.087816099999999994,1000.08,999.41399999999999,0,0.087816099999999994,0,0,0,0,0.087816099999999994,0.15354799999999999,0.14163600000000001,0.50324199999999997,0,0,0.824735,0.00438358,0,0,0.083344399999999999,0.087537400000000001,0,1,0.824735,0.824735,0.087816099999999994,0.50257869087,0.00015009075,0.50272878162,0.283276,0.288426,0.0186654,0.295184
